store,category,brand,model_name,variant,ram,storage,price,price_text,currency,product_url,source_url,in_stock,scraped_at
GadgetByte Nepal,Mobiles,Apple,iPhone 17e,256GB,,256GB,132499,"NPR 132,499 (256GB)",NPR,https://www.gadgetbytenepal.com/iphone-17e-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T02:26:32.123530+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17e,512GB,,512GB,175099,"NPR 175,099 (512GB)",NPR,https://www.gadgetbytenepal.com/iphone-17e-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T02:26:32.123579+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 16e,128GB,,128GB,105999,"NPR 105,999 (128GB)",NPR,https://www.gadgetbytenepal.com/iphone-16e-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T02:26:32.123687+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 15,128GB,,128GB,119499,"NPR 119,499 (128GB)",NPR,https://www.gadgetbytenepal.com/iphone-15-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T02:26:32.123796+00:00
GadgetByte Nepal,Mobiles,Honor,Honor Play10,3GB/64GB,3GB,64GB,17499,"Rs. 17,499",NPR,https://www.gadgetbytenepal.com/honor-play10-4g-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.334423+00:00
GadgetByte Nepal,Mobiles,Honor,Honor Play10,4GB/128GB,4GB,128GB,19999,"Rs. 19,999",NPR,https://www.gadgetbytenepal.com/honor-play10-4g-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.334672+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X5c,4GB/64GB,4GB,64GB,20499,"Rs. 20,499",NPR,https://www.gadgetbytenepal.com/honor-x5c-plus-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.334869+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X5c Plus,4GB/128GB,4GB,128GB,22499,"Rs. 22,499",NPR,https://www.gadgetbytenepal.com/honor-x5c-plus-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.335038+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X6c,6GB/128GB,6GB,128GB,23499,"Rs. 23,499",NPR,https://www.gadgetbytenepal.com/honor-x6c-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.335210+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X6c,6GB/256GB,6GB,256GB,25499,"Rs. 25,499",NPR,https://www.gadgetbytenepal.com/honor-x6c-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.335422+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X7d,8GB/256GB,8GB,256GB,33999,"Rs. 33,999",NPR,https://www.gadgetbytenepal.com/honor-x7d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.335619+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X7d,8GB/512GB,8GB,512GB,37999,"Rs. 37,999",NPR,https://www.gadgetbytenepal.com/honor-x7d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.335812+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X8c,8GB/512GB,8GB,512GB,33999,"Rs. 33,999",NPR,https://www.gadgetbytenepal.com/honor-x8c-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336001+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X8d,8GB/128GB,8GB,128GB,39999,"Rs. 39,999",NPR,https://www.gadgetbytenepal.com/honor-x8d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336181+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X8d,8GB/256GB,8GB,256GB,43999,"Rs. 43,999",NPR,https://www.gadgetbytenepal.com/honor-x8d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336355+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X9d,8GB/256GB,8GB,256GB,54999,"Rs. 54,999",NPR,https://www.gadgetbytenepal.com/honor-x9d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336557+00:00
GadgetByte Nepal,Mobiles,Honor,Honor X9d,12GB/256GB,12GB,256GB,59999,"Rs. 59,999",NPR,https://www.gadgetbytenepal.com/honor-x9d-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336746+00:00
GadgetByte Nepal,Mobiles,Honor,Honor 600 lite,8GB/256GB,8GB,256GB,59999,"Rs. 59,999",NPR,https://www.gadgetbytenepal.com/honor-600-lite-price-in-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.336889+00:00
GadgetByte Nepal,Mobiles,Honor,Honor 600,8GB/256GB,8GB,256GB,84999,"Rs. 84,999",NPR,https://www.gadgetbytenepal.com/honor-600-price-in-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.337014+00:00
GadgetByte Nepal,Mobiles,Honor,Honor 600,12GB/256GB,12GB,256GB,89999,"Rs. 89,999",NPR,https://www.gadgetbytenepal.com/honor-600-price-in-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.337141+00:00
GadgetByte Nepal,Mobiles,Honor,Honor 600 Pro,12GB/256GB,12GB,256GB,129999,"Rs. 129,999",NPR,https://www.gadgetbytenepal.com/honor-600-pro-price-in-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.337271+00:00
GadgetByte Nepal,Mobiles,Honor,Honor Magic 8 Pro,12GB/512GB,12GB,512GB,199999,"Rs. 199,999",NPR,https://www.gadgetbytenepal.com/honor-magic-8-pro-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.337419+00:00
GadgetByte Nepal,Mobiles,Honor,Honor Magic V5,16GB/512GB,16GB,512GB,266999,"Rs. 266,999",NPR,https://www.gadgetbytenepal.com/honor-magic-v5-price-nepal/,https://www.gadgetbytenepal.com/honor-mobiles-price-nepal/,,2026-07-03T02:26:33.337551+00:00
GadgetByte Nepal,Mobiles,Nothing,CMF Phone 2 Pro,8GB/128GB,8GB,128GB,38999,"NPR 38,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/cmf-phone-2-pro-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.487998+00:00
GadgetByte Nepal,Mobiles,Nothing,CMF Phone 2 Pro,8GB/256GB,8GB,256GB,44999,"NPR 44,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/cmf-phone-2-pro-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.488118+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (3a) Lite,8GB/128GB,8GB,128GB,40999,"NPR 40,999 (8/128GB)",NPR,https://pre.gadgetbyte.com.np/nothing-phone-3a-lite-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.488378+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (3a) Lite,8GB/256GB,8GB,256GB,45999,"NPR 45,999 (8/256GB)",NPR,https://pre.gadgetbyte.com.np/nothing-phone-3a-lite-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.488459+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (2a) Plus,8GB/256GB,8GB,256GB,49999,"NPR 49,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-2a-plus-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.488612+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (2a) Plus,12GB/256GB,12GB,256GB,57499,"NPR 57,499 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-2a-plus-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.488728+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (4a),8GB/128GB,8GB,128GB,59999,"NPR 59,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-4a-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.489086+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (4a),8GB/256GB,8GB,256GB,65499,"NPR 65,499 (8/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-4a-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.489170+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (4a),12GB/256GB,12GB,256GB,70999,"NPR 70,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-4a-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.489233+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (4a) Pro,12GB/256GB,12GB,256GB,86999,"NPR 86,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-4a-pro-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.489630+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (3),12GB/256GB,12GB,256GB,99999,"NPR 99,999 (12/256GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-3-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.490152+00:00
GadgetByte Nepal,Mobiles,Nothing,Nothing Phone (3),16GB/512GB,16GB,512GB,114999,"NPR 114,999 (16/512GB)",NPR,https://www.gadgetbytenepal.com/nothing-phone-3-price-nepal/,https://www.gadgetbytenepal.com/nothing-phones-price-nepal/,,2026-07-03T02:26:34.490344+00:00
GadgetByte Nepal,Mobiles,OnePlus,OnePlus Nord CE 5,8GB/256GB,8GB,256GB,53999,"Rs. 53,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/oneplus-nord-ce-5g-price-nepal/,https://www.gadgetbytenepal.com/oneplus-mobiles-price-nepal/,,2026-07-03T02:26:35.908107+00:00
GadgetByte Nepal,Mobiles,OnePlus,OnePlus 15,16GB/512GB,16GB,512GB,169999,"Rs. 169,999 (16/512GB)",NPR,https://www.gadgetbytenepal.com/oneplus-15-price-nepal/,https://www.gadgetbytenepal.com/oneplus-mobiles-price-nepal/,,2026-07-03T02:26:35.908805+00:00
GadgetByte Nepal,Mobiles,Realme,Note 60x,3GB/64GB,3GB,64GB,15999,"Rs. 15,999",NPR,https://www.gadgetbytenepal.com/realme-note-60x-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871054+00:00
GadgetByte Nepal,Mobiles,Realme,Note 60x,4GB/64GB,4GB,64GB,16999,"Rs. 16,999",NPR,https://www.gadgetbytenepal.com/realme-note-60x-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871220+00:00
GadgetByte Nepal,Mobiles,Realme,Note 60x,4GB/128GB,4GB,128GB,19999,"Rs. 19,999",NPR,https://www.gadgetbytenepal.com/realme-note-60x-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871356+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C71,4GB/128GB,4GB,128GB,20999,"Rs. 20,999",NPR,https://www.gadgetbytenepal.com/realme-c71-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871481+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C71,6GB/128GB,6GB,128GB,25999,"Rs. 25,999",NPR,https://www.gadgetbytenepal.com/realme-c71-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871605+00:00
GadgetByte Nepal,Mobiles,Realme,Note 70,4GB/64GB,4GB,64GB,15499,"Rs. 15,499",NPR,https://www.gadgetbytenepal.com/realme-note-70-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871736+00:00
GadgetByte Nepal,Mobiles,Realme,Note 70,4GB/128GB,4GB,128GB,20999,"Rs. 20,999",NPR,https://www.gadgetbytenepal.com/realme-note-70-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871860+00:00
GadgetByte Nepal,Mobiles,Realme,Note 70,6GB/128GB,6GB,128GB,23999,"Rs. 23,999",NPR,https://www.gadgetbytenepal.com/realme-note-70-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.871974+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C75,8GB/128GB,8GB,128GB,24999,"Rs. 24,999",NPR,https://www.gadgetbytenepal.com/realme-c75-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872282+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C75,8GB/256GB,8GB,256GB,26999,"Rs. 26,999",NPR,https://www.gadgetbytenepal.com/realme-c75-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872412+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C85 Pro,8GB/128GB,8GB,128GB,36999,"Rs. 36,999(New)",NPR,https://gadgetbytenepal.com/realme-c85-pro-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872576+00:00
GadgetByte Nepal,Mobiles,Realme,Realme 14T,8GB/256GB,8GB,256GB,36999,"Rs. 36,999",NPR,https://www.gadgetbytenepal.com/realme-14t-5g-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872716+00:00
GadgetByte Nepal,Mobiles,Realme,Realme C38,8GB/256GB,8GB,256GB,39999,"Rs. 39,999(New)",NPR,https://gadgetbytenepal.com/realme-c85-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872848+00:00
GadgetByte Nepal,Mobiles,Realme,Realme 15T,8GB/256GB,8GB,256GB,39999,"Rs. 39,999",NPR,https://www.gadgetbytenepal.com/realme-15t-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.872988+00:00
GadgetByte Nepal,Mobiles,Realme,Realme 15T,12GB/512GB,12GB,512GB,49999,"Rs. 49,999",NPR,https://www.gadgetbytenepal.com/realme-15t-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.873385+00:00
GadgetByte Nepal,Mobiles,Realme,Realme P3,8GB/256GB,8GB,256GB,44999,"Rs. 44,999(New)",NPR,https://www.gadgetbytenepal.com/realme-p3-5gprice-in-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.873593+00:00
GadgetByte Nepal,Mobiles,Realme,Realme P3 Ultra,12GB/256GB,12GB,256GB,65999,"Rs. 65,999(New)",NPR,https://www.gadgetbytenepal.com/realme-p3-ultra-5g-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.873908+00:00
GadgetByte Nepal,Mobiles,Realme,Realme 15 Pro,12GB/256GB,12GB,256GB,66999,"Rs. 66,999",NPR,https://www.gadgetbytenepal.com/realme-15-pro-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.874123+00:00
GadgetByte Nepal,Mobiles,Realme,Realme 15 Pro,12GB/512GB,12GB,512GB,71999,"Rs. 71,999",NPR,https://www.gadgetbytenepal.com/realme-15-pro-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.874282+00:00
GadgetByte Nepal,Mobiles,Realme,Realme GT 8 Pro,16GB/512GB,16GB,512GB,149999,"Rs. 149,999 (New)",NPR,https://www.gadgetbytenepal.com/realme-gt8-pro-price-nepal/,https://www.gadgetbytenepal.com/realme-mobiles-price-nepal/,,2026-07-03T02:26:36.874430+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5x 4G,4GB/64GB,4GB,64GB,16999,"NPR 16,999",NPR,https://www.gadgetbytenepal.com/oppo-a5x-4g-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.204611+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5x 4G,4GB/128GB,4GB,128GB,19499,"NPR 19,499",NPR,https://www.gadgetbytenepal.com/oppo-a5x-4g-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.204893+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A6c,4GB/128GB,4GB,128GB,30999,"NPR 30,999",NPR,https://www.gadgetbytenepal.com/oppo-a6c-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.205332+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5x 4G,6GB/128GB,6GB,128GB,19999,"NPR 19,999",NPR,https://www.gadgetbytenepal.com/oppo-a5x-4g-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.205657+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5 4G,6GB/128GB,6GB,128GB,22999,"NPR 22,999",NPR,https://www.gadgetbytenepal.com/oppo-a5-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.205827+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5 4G,8GB/128GB,8GB,128GB,24999,"NPR 24,999",NPR,https://www.gadgetbytenepal.com/oppo-a5-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.205951+00:00
GadgetByte Nepal,Mobiles,Oppo,Oppo A6x 4G,6GB/128GB,6GB,128GB,32499,"NPR 32,499",NPR,https://www.gadgetbytenepal.com/oppo-a6x-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206074+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A5 Pro 4G,8GB/256GB,8GB,256GB,32999,"NPR 32,999",NPR,https://www.gadgetbytenepal.com/oppo-a5-pro-4g-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206196+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A6,8GB/128GB,8GB,128GB,40999,"NPR 40,999",NPR,https://www.gadgetbytenepal.com/oppo-a6-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206317+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO A6 Pro 4G,8GB/256GB,8GB,256GB,48999,"NPR 48,999",NPR,https://www.gadgetbytenepal.com/oppo-a6-pro-4g-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206599+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO Reno14 F,12GB/512GB,12GB,512GB,57999,"NPR 57,999",NPR,https://www.gadgetbytenepal.com/oppo-reno14-f-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206731+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO Reno 15 F,12GB/512GB,12GB,512GB,69999,"NPR 69,999",NPR,https://www.gadgetbytenepal.com/oppo-reno-15f-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206865+00:00
GadgetByte Nepal,Mobiles,Oppo,OPPO Reno 15 5G,12GB/512GB,12GB,512GB,89999,"NPR 89,999",NPR,https://www.gadgetbytenepal.com/oppo-reno-15-price-nepal/,https://www.gadgetbytenepal.com/oppo-mobiles-price-nepal/,,2026-07-03T02:26:38.206993+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto Razr 50,8GB/256GB,8GB,256GB,109999,"Rs. 109,999",NPR,https://www.gadgetbytenepal.com/motorola-razr-50-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456179+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto Edge 50 Fusion,12GB/256GB,12GB,256GB,46999,"Rs. 46,999",NPR,https://www.gadgetbytenepal.com/motorola-edge-50-fusion-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456361+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G96,8GB/256GB,8GB,256GB,39999,"Rs. 39,999",NPR,https://www.gadgetbytenepal.com/moto-g96-5g-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456504+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G85,12GB/256GB,12GB,256GB,37499,"Rs. 37,499",NPR,https://www.gadgetbytenepal.com/moto-g85-5g-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456644+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G85,8GB/256GB,8GB,256GB,34499,"Rs. 34,499",NPR,https://www.gadgetbytenepal.com/moto-g85-5g-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456791+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G57 Power,8GB/128GB,8GB,128GB,37499,"Rs. 37,499",NPR,https://www.gadgetbytenepal.com/motorola-moto-g57-power-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.456929+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G64,8GB/128GB,8GB,128GB,27499,"Rs. 27,499",NPR,https://www.gadgetbytenepal.com/moto-g64-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.457506+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G64,12GB/256GB,12GB,256GB,30999,"Rs. 30,999",NPR,https://www.gadgetbytenepal.com/moto-g64-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.457956+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G45,8GB/128GB,8GB,128GB,24999,"Rs. 24,999",NPR,https://www.gadgetbytenepal.com/moto-g45-5g-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.458190+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G35 5G,4GB/128GB,4GB,128GB,19999,"Rs. 19,999",NPR,https://www.gadgetbytenepal.com/moto-g35-5g-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.458360+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G06 Power,4GB/64GB,4GB,64GB,18999,"Rs. 18,999",NPR,https://www.gadgetbytenepal.com/motorola-moto-g06-power-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.458513+00:00
GadgetByte Nepal,Mobiles,Motorola,Moto G05,4GB/64GB,4GB,64GB,14499,"Rs. 14,499",NPR,https://www.gadgetbytenepal.com/moto-g05-price-nepal/,https://www.gadgetbytenepal.com/motorola-mobiles-price-nepal/,,2026-07-03T02:26:39.458662+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Smart 20,4GB/64GB,4GB,64GB,19999,"Rs. 19,999 (4/64GB)",NPR,https://www.gadgetbytenepal.com/infinix-smart-20-price-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.992845+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Smart 20,4GB/128GB,4GB,128GB,21999,"Rs. 21,999 (4/128GB)",NPR,https://www.gadgetbytenepal.com/infinix-smart-20-price-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.992972+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Hot 70,6GB/128GB,6GB,128GB,31999,"Rs. 31,999 (6/128GB)",NPR,https://www.gadgetbytenepal.com/infinix-hot-70-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.993812+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Hot 70,8GB/128GB,8GB,128GB,34999,"Rs. 34,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/infinix-hot-70-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.993905+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix GT 30 5G,8GB/256GB,8GB,256GB,36999,"Rs. 36,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-gt-30-5g-price-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.994507+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Note Edge,8GB/128GB,8GB,128GB,41999,"Rs. 41,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-edge-price-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.994769+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Note Edge,8GB/256GB,8GB,256GB,47999,"Rs. 47,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-edge-price-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.994842+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Note 60,8GB/128GB,8GB,128GB,45999,"Rs. 45,999 (8/128GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-60-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.994987+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Note 60,8GB/256GB,8GB,256GB,51999,"Rs. 51,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-60-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.995046+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix GT 30 Pro,8GB/256GB,8GB,256GB,47999,"Rs. 47,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-gt-30-pro-price-nepal-2/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.995190+00:00
GadgetByte Nepal,Mobiles,Infinix,Infinix Note 60 Pro,8GB/256GB,8GB,256GB,59999,"Rs. 59,999 (8/256GB)",NPR,https://www.gadgetbytenepal.com/infinix-note-60-pro-price-in-nepal/,https://www.gadgetbytenepal.com/infinix-mobile-price-nepal/,,2026-07-03T02:26:40.995325+00:00
