brand,category,currency,in_stock,model_name,price,price_text,product_url,scraped_at,source_url,store,variant
Poco,Mobiles,NPR,True,POCO X7 Pro,59999,"Rs. 59,999 (12/512GB)",https://www.gadgetbytenepal.com/poco-x7-pro-price-nepal/,2026-07-03T02:00:37.263578+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,12GB/512GB
Poco,Mobiles,NPR,True,POCO X8 Pro,63999,"Rs. 63,999 (8/256)",https://www.gadgetbytenepal.com/poco-x8-pro-price-nepal/,2026-07-03T02:00:37.263767+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,8GB/256GB
Poco,Mobiles,NPR,True,POCO X8 Pro,73999,"Rs. 73,999 (8/512)",https://www.gadgetbytenepal.com/poco-x8-pro-price-nepal/,2026-07-03T02:00:37.263907+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,8GB/512GB
Poco,Mobiles,NPR,True,POCO F7,69999,"Rs. 69,999 (12/512GB)",https://www.gadgetbytenepal.com/poco-f7-price-nepal/,2026-07-03T02:00:37.264029+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,12GB/512GB
Poco,Mobiles,NPR,True,POCO X8 Pro Max,79999,"Rs. 79,999 (12/256)",https://www.gadgetbytenepal.com/poco-x8-pro-max-price-nepal/,2026-07-03T02:00:37.264214+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,12GB/256GB
Poco,Mobiles,NPR,True,POCO X8 Pro Max,89999,"Rs. 89,999 (12/512)",https://www.gadgetbytenepal.com/poco-x8-pro-max-price-nepal/,2026-07-03T02:00:37.264332+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,12GB/512GB
Poco,Mobiles,NPR,True,POCO F8 Pro,99999,"Rs. 99,999 (12/512GB)",https://www.gadgetbytenepal.com/poco-f8-pro-price-nepal/,2026-07-03T02:00:37.264446+00:00,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,GadgetByte Nepal,12GB/512GB
