store,category,brand,model_name,variant,ram,storage,price,price_text,price_type,currency,product_url,source_url,in_stock,scraped_at
GadgetByte Nepal,Mobiles,Samsung,Galaxy A07,4GB/64GB,4GB,64GB,18999,"NPR 18,999 (4+64GB)",exact,NPR,https://www.gadgetbytenepal.com/samsung-galaxy-a07-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.776619+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy A07,4GB/128GB,4GB,128GB,22499,"NPR 22,499 (4+128GB)",exact,NPR,https://www.gadgetbytenepal.com/samsung-galaxy-a07-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.776668+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy A07,6GB/128GB,6GB,128GB,26499,"NPR 26,499 (6+128GB)",exact,NPR,https://www.gadgetbytenepal.com/samsung-galaxy-a07-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.776718+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy S26 Ultra,12GB/256GB,12GB,256GB,194999,"NPR 194,999",exact,NPR,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.777013+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy S26+,12GB/256GB,12GB,256GB,151999,"NPR 151,999",exact,NPR,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.777131+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy S26,12GB/256GB,12GB,256GB,115999,"NPR 115,999",exact,NPR,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.777239+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy A57,8GB/256GB,8GB,256GB,74999,"NPR 74,999",exact,NPR,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.777342+00:00
GadgetByte Nepal,Mobiles,Samsung,Galaxy A37,8GB/128GB,8GB,128GB,54999,"NPR 54,999",exact,NPR,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,https://www.gadgetbytenepal.com/samsung-mobiles-price-nepal/,,2026-07-03T03:44:46.777456+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi A5,3GB/64GB,3GB,64GB,14999,"NPR 14,999 (3+64GB)",exact,NPR,https://www.gadgetbytenepal.com/oppo-a5-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.039901+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi A5,4GB/128GB,4GB,128GB,16999,"NPR 16,999 (4+128GB)",exact,NPR,https://www.gadgetbytenepal.com/oppo-a5-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040001+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi A7 Pro,4GB/64GB,4GB,64GB,17999,"NPR 17,999 (4+64GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-a7-pro-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040380+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi A7 Pro,4GB/128GB,4GB,128GB,22999,"NPR 22,999 (4+128GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-a7-pro-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040520+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi 15C,4GB/128GB,4GB,128GB,29999,"NPR 29,999 (4+128GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-15c-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040648+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi 15C,6GB/128GB,6GB,128GB,21999,"NPR 21,999 (6+128GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-15c-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040705+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi 15C,8GB/256GB,8GB,256GB,24999,"NPR 24,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-15c-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040757+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi 15,6GB/128GB,6GB,128GB,24999,"NPR 24,999 (6+128GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-15-4g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040874+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi 15,8GB/256GB,8GB,256GB,27999,"NPR 27,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-15-4g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.040928+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 4G,6GB/128GB,6GB,128GB,33999,"NPR 33,999 (6+128GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-4g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041047+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 4G,8GB/256GB,8GB,256GB,39999,"NPR 39,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-4g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041100+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 5G,8GB/256GB,8GB,256GB,43999,"NPR 43,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-5g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041218+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 5G,12GB/512GB,12GB,512GB,49999,"NPR 49,999 (12+512GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-5g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041271+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 Pro,8GB/256GB,8GB,256GB,53999,"NPR 53,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-pro-5g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041390+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 Pro,12GB/512GB,12GB,512GB,59999,"NPR 59,999 (12+512GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-pro-5g-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041444+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 Pro+ 5G,8GB/256GB,8GB,256GB,63999,"NPR 63,999 (8+256GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-pro-plus-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041568+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Redmi Note 15 Pro+ 5G,12GB/512GB,12GB,512GB,69999,"NPR 69,999 (12+512GB)",exact,NPR,https://www.gadgetbytenepal.com/redmi-note-15-pro-plus-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041622+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Xiaomi 17T,12GB/512GB,12GB,512GB,89999,"NPR 89,999 (12+512GB)",exact,NPR,https://www.gadgetbytenepal.com/xiaomi-17t-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041741+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Xiaomi 15 Ultra,16GB/512GB,16GB,512GB,149999,"NPR 149,999 (16+512GB)",exact,NPR,https://www.gadgetbytenepal.com/xiaomi-15-ultra-price-in-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041861+00:00
GadgetByte Nepal,Mobiles,Xiaomi,Xiaomi 17 Ultra,16GB/512GB,16GB,512GB,199999,"NPR 199,999 (16+512GB)",exact,NPR,https://www.gadgetbytenepal.com/xiaomi-17-ultra-price-nepal/,https://www.gadgetbytenepal.com/xiaomi-mobiles-price-in-nepal/,,2026-07-03T03:44:48.041982+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y05,4GB/64GB,4GB,64GB,21999,"Rs. 21,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y05-price-in-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329087+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y05,4GB/128GB,4GB,128GB,24999,"Rs. 24,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y05-price-in-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329254+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y11d,4GB/128GB,4GB,128GB,27999,"Rs. 27,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y11d-price-in-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329397+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y11d,6GB/128GB,6GB,128GB,33999,"Rs. 33,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y11d-price-in-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329519+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y21 5G,6GB/128GB,6GB,128GB,40999,"Rs. 40,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y21-5g-price-in-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329647+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y31d,6GB/128GB,6GB,128GB,37999,"Rs. 37,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y31d-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.329952+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y31d,8GB/128GB,8GB,128GB,43999,"Rs. 43,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y31d-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330122+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y31d,8GB/256GB,8GB,256GB,51999,"Rs. 51,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y31d-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330279+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V60 Lite 4G,8GB/256GB,8GB,256GB,43499,"Rs. 43,499",exact,NPR,https://www.gadgetbytenepal.com/vivo-v60-lite-5g-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330426+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V60 Lite 5G,12GB/256GB,12GB,256GB,51999,"Rs. 51,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v60-lite-5g-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330581+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y500,8GB/128GB,8GB,128GB,54999,"Rs. 54,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y500-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330747+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo Y500,8GB/256GB,8GB,256GB,61999,"Rs. 61,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-y500-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.330888+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V70 FE,8GB/256GB,8GB,256GB,62999,"Rs. 62,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v70-fe-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331032+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V70 FE,12GB/256GB,12GB,256GB,72999,"Rs. 72,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v70-fe-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331149+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V60 5G,12GB/256GB,12GB,256GB,74999,"Rs. 74,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v60-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331266+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V60 5G,12GB/512GB,12GB,512GB,79999,"Rs. 79,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v60-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331376+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V70 5G,8GB/256GB,8GB,256GB,84999,"Rs. 84,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v70-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331490+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V70 5G,12GB/256GB,12GB,256GB,102999,"Rs. 102,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v70-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331599+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo V70 5G,12GB/512GB,12GB,512GB,122999,"Rs. 122,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-v70-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331706+00:00
GadgetByte Nepal,Mobiles,Vivo,Vivo X300 Pro,16GB/512GB,16GB,512GB,179999,"Rs. 179,999",exact,NPR,https://www.gadgetbytenepal.com/vivo-x300-pro-price-nepal/,https://www.gadgetbytenepal.com/vivo-mobiles-price-nepal/,,2026-07-03T03:44:49.331819+00:00
GadgetByte Nepal,Mobiles,Poco,POCO X7 Pro,12GB/512GB,12GB,512GB,59999,"Rs. 59,999 (12/512GB)",exact,NPR,https://www.gadgetbytenepal.com/poco-x7-pro-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.725579+00:00
GadgetByte Nepal,Mobiles,Poco,POCO X8 Pro,8GB/256GB,8GB,256GB,63999,"Rs. 63,999 (8/256)",exact,NPR,https://www.gadgetbytenepal.com/poco-x8-pro-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.725737+00:00
GadgetByte Nepal,Mobiles,Poco,POCO X8 Pro,8GB/512GB,8GB,512GB,73999,"Rs. 73,999 (8/512)",exact,NPR,https://www.gadgetbytenepal.com/poco-x8-pro-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.725855+00:00
GadgetByte Nepal,Mobiles,Poco,POCO F7,12GB/512GB,12GB,512GB,69999,"Rs. 69,999 (12/512GB)",exact,NPR,https://www.gadgetbytenepal.com/poco-f7-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.725969+00:00
GadgetByte Nepal,Mobiles,Poco,POCO X8 Pro Max,12GB/256GB,12GB,256GB,79999,"Rs. 79,999 (12/256)",exact,NPR,https://www.gadgetbytenepal.com/poco-x8-pro-max-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.726085+00:00
GadgetByte Nepal,Mobiles,Poco,POCO X8 Pro Max,12GB/512GB,12GB,512GB,89999,"Rs. 89,999 (12/512)",exact,NPR,https://www.gadgetbytenepal.com/poco-x8-pro-max-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.726192+00:00
GadgetByte Nepal,Mobiles,Poco,POCO F8 Pro,12GB/512GB,12GB,512GB,99999,"Rs. 99,999 (12/512GB)",exact,NPR,https://www.gadgetbytenepal.com/poco-f8-pro-price-nepal/,https://www.gadgetbytenepal.com/poco-phones-price-nepal/,,2026-07-03T03:44:50.726306+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro Max,256GB,,256GB,242999,"NPR 242,999 (256GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-max-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.206807+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro Max,512GB,,512GB,300199,"NPR 300,199 (512GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-max-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.206901+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro Max,1TB,,1TB,342499,"NPR 342,499 (1TB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-max-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.206959+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro Max,2TB,,2TB,426999,"NPR 426,999 (2TB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-max-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207010+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro,256GB,,256GB,236899,"NPR 236,899 (256GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207137+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro,512GB,,512GB,279099,"NPR 279,099 (512GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207192+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17 Pro,1TB,,1TB,321299,"NPR 321,299 (1TB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-pro-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207242+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone Air,256GB,,256GB,190699,"NPR 190,699 (256GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-air-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207357+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone Air,512GB,,512GB,232899,"NPR 232,899 (512GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-air-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207407+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone Air,1TB,,1TB,275099,"NPR 275,099 (1TB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-air-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207454+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17,256GB,,256GB,163499,"NPR 163,499 (256GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207570+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17,512GB,,512GB,215699,"NPR 215,699 (512GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207621+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 16,128GB,,128GB,146599,"NPR 146,599 (128GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-16-price-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207732+00:00
GadgetByte Nepal,Mobiles,Apple,iPhone 17e,256GB,,256GB,132499,"NPR 132,499 (256GB)",exact,NPR,https://www.gadgetbytenepal.com/iphone-17e-price-in-nepal/,https://www.gadgetbytenepal.com/apple-iphone-price-nepal/,,2026-07-03T03:44:52.207842+00:00
